image_name,tags
test_5191,cloudy
test_5192,clear primary
test_5193,partly_cloudy primary
test_5194,clear primary
test_5195,clear primary
test_5196,partly_cloudy primary
test_5197,partly_cloudy primary water
test_5198,partly_cloudy primary water
test_5199,partly_cloudy primary
test_5200,clear primary
test_5201,partly_cloudy primary
test_5202,clear primary
test_5203,clear partly_cloudy primary
test_5204,clear primary water
test_5205,partly_cloudy primary
test_5206,partly_cloudy primary
test_5207,clear primary
test_5208,partly_cloudy primary
test_5209,clear primary
test_5210,agriculture clear primary
test_5211,partly_cloudy primary
test_5212,partly_cloudy primary
test_5213,partly_cloudy primary
test_5214,partly_cloudy primary
test_5215,clear primary
test_5216,clear primary
test_5217,partly_cloudy primary
test_5218,clear primary
test_5219,clear primary
test_5220,partly_cloudy primary
test_5221,partly_cloudy primary
test_5222,clear primary
test_5223,clear primary
test_5224,clear primary
test_5225,partly_cloudy primary
test_5226,partly_cloudy primary
test_5227,partly_cloudy primary
test_5228,cloudy partly_cloudy
test_5229,clear partly_cloudy primary
test_5230,haze primary
test_5231,clear primary
test_5232,haze partly_cloudy primary
test_5233,partly_cloudy primary
test_5234,cloudy haze primary
test_5235,partly_cloudy primary
test_5236,partly_cloudy primary
test_5237,partly_cloudy primary
test_5238,partly_cloudy primary
test_5239,partly_cloudy primary
test_5240,clear primary
test_5241,partly_cloudy primary
test_5242,cloudy primary
test_5243,clear primary
test_5244,clear primary
test_5245,clear primary
test_5246,partly_cloudy primary
test_5247,partly_cloudy primary
test_5248,agriculture partly_cloudy primary
test_5249,clear primary
test_5250,clear cultivation primary
test_5251,clear primary
test_5252,clear partly_cloudy primary
test_5253,clear primary
test_5254,clear primary
test_5255,clear primary
test_5256,clear primary
test_5257,clear primary
test_5258,clear haze primary
test_5259,partly_cloudy primary
test_5260,partly_cloudy primary
test_5261,clear primary
test_5262,haze primary
test_5263,partly_cloudy primary
test_5264,clear primary
test_5265,cloudy partly_cloudy primary
test_5266,cloudy
test_5267,partly_cloudy primary
test_5268,clear primary
test_5269,partly_cloudy primary
test_5270,haze primary
test_5271,cloudy
test_5272,partly_cloudy primary
test_5273,clear primary
test_5274,partly_cloudy primary
test_5275,partly_cloudy primary
test_5276,partly_cloudy primary
test_5277,clear primary
test_5278,clear primary
test_5279,partly_cloudy primary
test_5280,partly_cloudy primary
test_5281,partly_cloudy primary
test_5282,clear primary
test_5283,clear primary
test_5284,partly_cloudy primary
test_5285,partly_cloudy primary
test_5286,clear primary
test_5287,clear primary
test_5288,clear haze primary
test_5289,partly_cloudy primary
test_5290,clear primary
test_5291,haze primary
test_5292,clear primary
test_5293,clear primary
test_5294,cloudy
test_5295,clear primary
test_5296,partly_cloudy primary
test_5297,clear primary
test_5298,partly_cloudy primary
test_5299,clear primary
test_5300,partly_cloudy primary
test_5301,agriculture partly_cloudy primary
test_5302,partly_cloudy primary
test_5303,clear primary
test_5304,clear primary
test_5305,clear primary
test_5306,partly_cloudy primary
test_5307,clear primary
test_5308,haze primary
test_5309,clear primary
test_5310,clear primary
test_5311,partly_cloudy primary
test_5312,cloudy
test_5313,partly_cloudy primary
test_5314,partly_cloudy primary
test_5315,clear primary
test_5316,clear primary
test_5317,clear primary
test_5318,clear primary
test_5319,clear primary
test_5320,clear primary
test_5321,clear primary
test_5322,clear primary
test_5323,clear primary
test_5324,clear primary
test_5325,clear primary
test_5326,clear primary
test_5327,clear primary
test_5328,cloudy
test_5329,clear primary
test_5330,haze partly_cloudy primary
test_5331,clear primary
test_5332,clear primary
test_5333,clear primary
test_5334,haze partly_cloudy primary
test_5335,partly_cloudy primary
test_5336,clear primary
test_5337,clear primary
test_5338,cloudy
test_5339,clear primary
test_5340,partly_cloudy primary
test_5341,partly_cloudy primary
test_5342,clear primary
test_5343,clear primary
test_5344,cloudy partly_cloudy
test_5345,clear primary
test_5346,partly_cloudy primary
test_5347,partly_cloudy primary
test_5348,cloudy partly_cloudy primary
test_5349,clear primary
test_5350,partly_cloudy primary
test_5351,clear primary
test_5352,agriculture partly_cloudy primary
test_5353,partly_cloudy primary
test_5354,partly_cloudy primary
test_5355,partly_cloudy primary
test_5356,clear primary
test_5357,partly_cloudy primary
test_5358,cloudy haze primary
test_5359,partly_cloudy primary
test_5360,partly_cloudy primary
test_5361,partly_cloudy primary
test_5362,clear primary
test_5363,clear primary
test_5364,partly_cloudy primary
test_5365,partly_cloudy primary
test_5366,partly_cloudy primary
test_5367,cloudy
test_5368,clear primary
test_5369,partly_cloudy primary water
test_5370,clear primary
test_5371,clear primary
test_5372,cloudy haze primary
test_5373,clear partly_cloudy primary
test_5374,partly_cloudy primary
test_5375,partly_cloudy primary
test_5376,partly_cloudy primary water
test_5377,partly_cloudy primary
test_5378,partly_cloudy primary
test_5379,clear primary
test_5380,clear primary
test_5381,clear partly_cloudy primary
test_5382,clear partly_cloudy primary
test_5383,partly_cloudy primary
test_5384,clear primary
test_5385,partly_cloudy primary
test_5386,clear primary
test_5387,clear primary
test_5388,haze primary
test_5389,clear primary
test_5390,clear primary
test_5391,partly_cloudy primary
test_5392,clear haze primary
test_5393,clear primary water
test_5394,partly_cloudy primary
test_5395,clear primary
test_5396,haze primary water
test_5397,clear partly_cloudy primary
test_5398,clear primary
test_5399,clear primary
test_5400,cloudy
test_5401,clear primary
test_5402,haze primary
test_5403,haze partly_cloudy primary
test_5404,partly_cloudy primary
test_5405,partly_cloudy primary
test_5406,partly_cloudy primary
test_5407,partly_cloudy primary
test_5408,partly_cloudy primary
test_5409,partly_cloudy primary
test_5410,partly_cloudy primary
test_5411,clear partly_cloudy primary
test_5412,cloudy
test_5413,haze primary
test_5414,clear primary
test_5415,partly_cloudy primary
test_5416,partly_cloudy primary
test_5417,cloudy
test_5418,clear partly_cloudy primary water
test_5419,partly_cloudy primary water
test_5420,partly_cloudy primary
test_5421,partly_cloudy primary
test_5422,clear primary water
test_5423,partly_cloudy primary
test_5424,clear primary
test_5425,partly_cloudy primary
test_5426,partly_cloudy primary
test_5427,clear primary
test_5428,clear partly_cloudy primary
test_5429,clear primary
test_5430,partly_cloudy primary
test_5431,cloudy haze primary
test_5432,partly_cloudy primary
test_5433,clear primary
test_5434,partly_cloudy primary
test_5435,clear partly_cloudy primary
test_5436,clear primary
test_5437,cloudy primary
test_5438,partly_cloudy primary
test_5439,clear primary
test_5440,partly_cloudy primary
test_5441,clear primary
test_5442,partly_cloudy primary
test_5443,partly_cloudy primary
test_5444,partly_cloudy primary
test_5445,partly_cloudy primary
test_5446,partly_cloudy primary
test_5447,partly_cloudy primary
test_5448,clear primary
test_5449,clear cultivation primary
test_5450,partly_cloudy primary
test_5451,cloudy partly_cloudy primary
test_5452,clear primary
test_5453,clear primary
test_5454,clear primary
test_5455,clear primary
test_5456,clear primary
test_5457,partly_cloudy primary
test_5458,cloudy primary road
test_5459,clear primary
test_5460,cloudy
test_5461,clear primary
test_5462,clear primary
test_5463,partly_cloudy primary
test_5464,clear primary
test_5465,primary
test_5466,partly_cloudy primary
test_5467,partly_cloudy primary
test_5468,clear primary
test_5469,partly_cloudy primary
test_5470,clear primary
test_5471,agriculture partly_cloudy primary
test_5472,partly_cloudy primary
test_5473,cloudy
test_5474,partly_cloudy primary
test_5475,cloudy
test_5476,partly_cloudy primary
test_5477,partly_cloudy primary
test_5478,clear primary
test_5479,clear primary
test_5480,partly_cloudy primary
test_5481,clear primary
test_5482,haze primary
test_5483,clear primary
test_5484,cloudy
test_5485,partly_cloudy primary
test_5486,clear primary
test_5487,partly_cloudy primary
test_5488,cloudy partly_cloudy primary
test_5489,clear primary
test_5490,clear partly_cloudy primary
test_5491,partly_cloudy primary
test_5492,partly_cloudy primary
test_5493,partly_cloudy primary
test_5494,clear primary
test_5495,clear primary
test_5496,clear haze primary water
test_5497,partly_cloudy primary
test_5498,cloudy partly_cloudy primary
test_5499,haze partly_cloudy primary water
test_5500,clear primary
test_5501,clear partly_cloudy primary
test_5502,clear primary
test_5503,partly_cloudy primary
test_5504,cloudy
test_5505,clear primary
test_5506,partly_cloudy primary
test_5507,partly_cloudy primary
test_5508,partly_cloudy primary
test_5509,clear primary
test_5510,partly_cloudy primary
test_5511,clear primary
test_5512,clear primary
test_5513,partly_cloudy primary water
test_5514,clear primary
test_5515,partly_cloudy primary
test_5516,partly_cloudy primary
test_5517,partly_cloudy primary
test_5518,clear primary
test_5519,haze primary
test_5520,partly_cloudy primary
test_5521,cloudy partly_cloudy primary
test_5522,partly_cloudy primary
test_5523,clear partly_cloudy primary
test_5524,partly_cloudy primary
test_5525,clear primary
test_5526,clear primary
test_5527,clear primary
test_5528,clear primary
test_5529,clear primary
test_5530,clear primary
test_5531,clear cloudy water
test_5532,clear primary
test_5533,partly_cloudy primary
test_5534,clear primary
test_5535,cloudy
test_5536,partly_cloudy primary
test_5537,clear primary
test_5538,partly_cloudy primary
test_5539,clear primary
test_5540,partly_cloudy primary
test_5541,partly_cloudy primary
test_5542,clear primary
test_5543,partly_cloudy primary
test_5544,clear partly_cloudy primary
test_5545,clear haze primary
test_5546,partly_cloudy primary
test_5547,clear primary
test_5548,clear primary
test_5549,partly_cloudy primary
test_5550,haze primary
test_5551,partly_cloudy primary
test_5552,partly_cloudy primary
test_5553,clear primary
test_5554,clear primary
test_5555,cloudy haze primary
test_5556,clear primary
test_5557,partly_cloudy primary
test_5558,clear primary water
test_5559,partly_cloudy primary
test_5560,partly_cloudy primary
test_5561,partly_cloudy primary
test_5562,partly_cloudy primary water
test_5563,partly_cloudy primary
test_5564,partly_cloudy primary
test_5565,agriculture partly_cloudy primary road
test_5566,clear primary
test_5567,cloudy
test_5568,clear primary
test_5569,partly_cloudy primary
test_5570,clear primary
test_5571,clear partly_cloudy primary
test_5572,partly_cloudy primary
test_5573,partly_cloudy primary
test_5574,partly_cloudy primary
test_5575,clear primary
test_5576,cloudy
test_5577,agriculture clear primary
test_5578,cloudy
test_5579,clear primary
test_5580,clear primary
test_5581,clear primary
test_5582,cloudy haze primary
test_5583,partly_cloudy primary
test_5584,clear primary
test_5585,clear primary
test_5586,partly_cloudy primary
test_5587,cloudy haze primary
test_5588,cloudy
test_5589,clear primary
test_5590,partly_cloudy primary
test_5591,clear primary
test_5592,partly_cloudy primary
test_5593,clear primary
test_5594,partly_cloudy primary
test_5595,clear primary
test_5596,partly_cloudy primary
test_5597,clear cultivation partly_cloudy primary
test_5598,partly_cloudy primary
test_5599,haze primary water
test_5600,haze partly_cloudy primary
test_5601,haze primary
test_5602,clear primary
test_5603,clear primary
test_5604,cloudy
test_5605,partly_cloudy primary
test_5606,clear primary
test_5607,partly_cloudy primary
test_5608,partly_cloudy primary
test_5609,partly_cloudy primary
test_5610,clear primary
test_5611,agriculture partly_cloudy primary
test_5612,partly_cloudy primary
test_5613,haze primary
test_5614,clear primary
test_5615,clear primary
test_5616,partly_cloudy primary
test_5617,haze primary
test_5618,clear primary
test_5619,partly_cloudy primary
test_5620,clear primary
test_5621,clear primary
test_5622,cloudy
test_5623,partly_cloudy primary
test_5624,clear partly_cloudy primary
test_5625,partly_cloudy primary
test_5626,clear primary
test_5627,partly_cloudy primary
test_5628,clear primary
test_5629,agriculture partly_cloudy primary
test_5630,agriculture partly_cloudy primary
test_5631,cloudy partly_cloudy primary
test_5632,clear primary
test_5633,partly_cloudy primary
test_5634,clear primary
test_5635,partly_cloudy primary
test_5636,clear primary
test_5637,partly_cloudy primary
test_5638,partly_cloudy primary
test_5639,partly_cloudy primary
test_5640,partly_cloudy primary
test_5641,clear primary
test_5642,clear primary
test_5643,clear primary
test_5644,clear primary
test_5645,partly_cloudy primary
test_5646,partly_cloudy primary
test_5647,clear primary
test_5648,clear primary
test_5649,partly_cloudy primary
test_5650,clear primary
test_5651,partly_cloudy primary
test_5652,partly_cloudy primary
test_5653,partly_cloudy primary
test_5654,partly_cloudy primary water
test_5655,haze primary
test_5656,clear primary
test_5657,clear primary
test_5658,partly_cloudy primary
test_5659,partly_cloudy primary
test_5660,cloudy partly_cloudy primary
test_5661,partly_cloudy primary
test_5662,partly_cloudy primary
test_5663,clear primary
test_5664,clear primary
test_5665,partly_cloudy primary
test_5666,clear primary
test_5667,partly_cloudy primary
test_5668,partly_cloudy primary
test_5669,cloudy
test_5670,partly_cloudy primary
test_5671,partly_cloudy primary
test_5672,partly_cloudy primary
test_5673,partly_cloudy primary
test_5674,partly_cloudy
test_5675,clear primary
test_5676,clear primary
test_5677,clear primary
test_5678,partly_cloudy primary
test_5679,partly_cloudy primary
test_5680,clear primary
test_5681,partly_cloudy primary
test_5682,cloudy
test_5683,partly_cloudy primary
test_5684,partly_cloudy primary
test_5685,clear haze primary
test_5686,clear primary
test_5687,clear primary
test_5688,clear partly_cloudy primary
test_5689,partly_cloudy primary water
test_5690,clear primary
test_5691,clear haze partly_cloudy primary
test_5692,partly_cloudy primary
test_5693,clear primary
test_5694,partly_cloudy primary
test_5695,partly_cloudy primary
test_5696,partly_cloudy primary
test_5697,clear primary
test_5698,haze primary
test_5699,clear primary
test_5700,clear primary
test_5701,clear primary
test_5702,clear primary
test_5703,cloudy
test_5704,clear primary
test_5705,clear primary
test_5706,clear primary
test_5707,partly_cloudy primary
test_5708,clear primary water
test_5709,partly_cloudy primary
test_5710,cloudy haze primary
test_5711,haze primary
test_5712,clear primary
test_5713,clear primary
test_5714,agriculture partly_cloudy primary
test_5715,partly_cloudy primary
test_5716,clear haze primary
test_5717,partly_cloudy primary
test_5718,haze primary
test_5719,partly_cloudy primary road
test_5720,clear primary
test_5721,partly_cloudy primary
test_5722,partly_cloudy primary road
test_5723,clear primary
test_5724,partly_cloudy primary
test_5725,partly_cloudy primary
test_5726,clear primary
test_5727,clear primary
test_5728,partly_cloudy primary
test_5729,partly_cloudy primary
test_5730,clear primary
test_5731,partly_cloudy primary
test_5732,clear primary
test_5733,clear primary
test_5734,partly_cloudy primary
test_5735,clear primary
test_5736,clear partly_cloudy primary
test_5737,partly_cloudy primary
test_5738,partly_cloudy primary
test_5739,clear primary
test_5740,agriculture partly_cloudy primary road
test_5741,clear haze primary
test_5742,cloudy partly_cloudy primary
test_5743,cloudy
test_5744,clear primary
test_5745,clear primary
test_5746,partly_cloudy primary
test_5747,clear primary
test_5748,haze primary
test_5749,clear primary
test_5750,partly_cloudy primary
test_5751,cloudy
test_5752,partly_cloudy primary
test_5753,clear primary
test_5754,clear primary
test_5755,partly_cloudy primary
test_5756,partly_cloudy primary
test_5757,clear primary
test_5758,partly_cloudy primary
test_5759,clear primary
test_5760,partly_cloudy primary
test_5761,partly_cloudy primary
test_5762,clear primary
test_5763,clear primary
test_5764,partly_cloudy primary
test_5765,clear primary
test_5766,partly_cloudy primary
test_5767,clear primary
test_5768,clear partly_cloudy primary
test_5769,cloudy
test_5770,partly_cloudy primary
test_5771,haze partly_cloudy primary
test_5772,clear primary
test_5773,agriculture habitation partly_cloudy primary
test_5774,clear partly_cloudy primary
test_5775,clear primary
test_5776,clear partly_cloudy primary water
test_5777,haze partly_cloudy primary
test_5778,clear primary water
test_5779,clear primary
test_5780,cloudy
test_5781,partly_cloudy primary road
test_5782,partly_cloudy primary
test_5783,clear primary
test_5784,clear haze primary
test_5785,agriculture partly_cloudy primary
test_5786,haze primary
test_5787,clear primary
test_5788,partly_cloudy primary
test_5789,partly_cloudy primary
test_5790,partly_cloudy primary
test_5791,clear primary
test_5792,clear primary
test_5793,partly_cloudy primary
test_5794,clear primary
test_5795,partly_cloudy primary water
test_5796,partly_cloudy primary
test_5797,partly_cloudy primary
test_5798,cloudy haze primary
test_5799,cloudy primary
test_5800,partly_cloudy primary
test_5801,clear primary water
test_5802,partly_cloudy primary
test_5803,clear primary
test_5804,partly_cloudy primary water
test_5805,clear primary
test_5806,partly_cloudy primary
test_5807,partly_cloudy primary
test_5808,clear primary
test_5809,clear primary
test_5810,partly_cloudy primary
test_5811,partly_cloudy primary
test_5812,partly_cloudy primary
test_5813,clear primary
test_5814,cloudy partly_cloudy primary
test_5815,primary
test_5816,partly_cloudy primary
test_5817,partly_cloudy primary
test_5818,cloudy
test_5819,clear primary
test_5820,clear primary
test_5821,clear primary
test_5822,agriculture bare_ground clear primary water
test_5823,partly_cloudy primary
test_5824,partly_cloudy primary water
test_5825,haze primary
test_5826,partly_cloudy primary
test_5827,partly_cloudy primary
test_5828,clear primary
test_5829,partly_cloudy primary
test_5830,partly_cloudy primary
test_5831,partly_cloudy primary
test_5832,clear primary
test_5833,partly_cloudy primary
test_5834,haze primary
test_5835,cloudy haze primary
test_5836,partly_cloudy primary
test_5837,clear partly_cloudy primary
test_5838,clear primary
test_5839,partly_cloudy primary road
test_5840,partly_cloudy primary
test_5841,partly_cloudy primary
test_5842,partly_cloudy primary
test_5843,clear partly_cloudy primary
test_5844,partly_cloudy primary
test_5845,cloudy haze primary
test_5846,partly_cloudy primary water
test_5847,partly_cloudy primary
test_5848,partly_cloudy primary
test_5849,partly_cloudy primary
test_5850,clear primary
test_5851,partly_cloudy primary
test_5852,partly_cloudy primary
test_5853,clear primary
test_5854,partly_cloudy primary
test_5855,partly_cloudy primary
test_5856,partly_cloudy primary
test_5857,haze partly_cloudy primary water
test_5858,clear primary
test_5859,partly_cloudy primary
test_5860,clear primary
test_5861,clear primary
test_5862,partly_cloudy primary
test_5863,clear primary
test_5864,partly_cloudy primary
test_5865,clear primary
test_5866,clear primary
test_5867,cloudy primary
test_5868,clear primary
test_5869,clear primary
test_5870,partly_cloudy primary
test_5871,partly_cloudy primary
test_5872,agriculture partly_cloudy primary road
test_5873,partly_cloudy primary
test_5874,partly_cloudy primary
test_5875,cloudy
test_5876,clear primary
test_5877,clear primary
test_5878,haze partly_cloudy primary
test_5879,haze partly_cloudy primary
test_5880,partly_cloudy primary water
test_5881,clear primary
test_5882,partly_cloudy primary
test_5883,agriculture partly_cloudy primary water
test_5884,clear primary
test_5885,partly_cloudy primary
test_5886,partly_cloudy primary
test_5887,clear primary
test_5888,partly_cloudy primary
test_5889,partly_cloudy primary water
test_5890,clear primary
test_5891,partly_cloudy primary water
test_5892,partly_cloudy primary
test_5893,clear primary
test_5894,cloudy
test_5895,clear haze primary
test_5896,partly_cloudy primary
test_5897,clear primary
test_5898,partly_cloudy primary
test_5899,partly_cloudy primary
test_5900,clear primary
test_5901,partly_cloudy primary road water
test_5902,cloudy partly_cloudy primary
test_5903,clear primary
test_5904,partly_cloudy primary water
test_5905,partly_cloudy primary water
test_5906,partly_cloudy primary
test_5907,clear haze primary
test_5908,partly_cloudy primary road
test_5909,partly_cloudy primary
test_5910,clear primary water
test_5911,partly_cloudy primary water
test_5912,partly_cloudy primary
test_5913,partly_cloudy primary
test_5914,clear primary
test_5915,partly_cloudy primary
test_5916,partly_cloudy primary
test_5917,partly_cloudy primary
test_5918,clear primary
test_5919,partly_cloudy primary
test_5920,partly_cloudy primary
test_5921,agriculture partly_cloudy primary
test_5922,cloudy haze primary
test_5923,partly_cloudy primary
test_5924,haze partly_cloudy primary
test_5925,partly_cloudy primary
test_5926,cloudy
test_5927,partly_cloudy primary
test_5928,partly_cloudy primary
test_5929,clear primary
test_5930,partly_cloudy primary road
test_5931,partly_cloudy primary
test_5932,partly_cloudy primary
test_5933,partly_cloudy primary
test_5934,partly_cloudy primary
test_5935,partly_cloudy primary
test_5936,partly_cloudy primary
test_5937,partly_cloudy primary
test_5938,partly_cloudy primary road
test_5939,clear primary
test_5940,partly_cloudy primary
test_5941,clear primary
test_5942,clear primary
test_5943,partly_cloudy primary
test_5944,clear primary
test_5945,clear haze primary
test_5946,clear primary
test_5947,cloudy
test_5948,partly_cloudy primary
test_5949,partly_cloudy primary
test_5950,partly_cloudy primary
test_5951,clear primary
test_5952,cloudy haze primary
test_5953,clear primary
test_5954,partly_cloudy primary water
test_5955,clear primary
test_5956,clear primary
test_5957,partly_cloudy primary
test_5958,primary
test_5959,partly_cloudy primary
test_5960,clear primary
test_5961,partly_cloudy primary
test_5962,partly_cloudy primary
test_5963,agriculture partly_cloudy primary
test_5964,partly_cloudy primary
test_5965,partly_cloudy primary
test_5966,cloudy
test_5967,clear primary
test_5968,partly_cloudy primary road
test_5969,clear primary
test_5970,partly_cloudy primary
test_5971,clear primary
test_5972,partly_cloudy primary
test_5973,partly_cloudy primary
test_5974,clear primary
test_5975,clear primary
test_5976,partly_cloudy primary
test_5977,clear primary
test_5978,agriculture clear partly_cloudy primary
test_5979,partly_cloudy primary
test_5980,partly_cloudy primary
test_5981,partly_cloudy primary
test_5982,partly_cloudy primary water
test_5983,partly_cloudy primary water
test_5984,partly_cloudy primary
test_5985,partly_cloudy primary water
test_5986,cloudy partly_cloudy primary
test_5987,partly_cloudy primary
test_5988,clear primary
test_5989,clear primary
test_5990,partly_cloudy primary
test_5991,clear primary
test_5992,partly_cloudy primary
test_5993,clear primary
test_5994,clear partly_cloudy primary
test_5995,clear primary
test_5996,clear primary
test_5997,partly_cloudy primary
test_5998,clear primary
test_5999,clear primary
test_6000,clear primary
test_6001,partly_cloudy primary
test_6002,partly_cloudy primary
test_6003,cloudy
test_6004,partly_cloudy primary
test_6005,partly_cloudy primary
test_6006,partly_cloudy primary
test_6007,cloudy partly_cloudy
test_6008,partly_cloudy primary
test_6009,partly_cloudy primary
test_6010,cloudy
test_6011,clear primary water
test_6012,clear primary
test_6013,clear partly_cloudy primary
test_6014,partly_cloudy primary
test_6015,clear primary
test_6016,agriculture partly_cloudy primary
test_6017,cloudy
test_6018,clear primary
test_6019,cloudy haze primary
test_6020,partly_cloudy primary
test_6021,partly_cloudy primary
test_6022,cloudy
test_6023,partly_cloudy primary
test_6024,cultivation partly_cloudy primary
test_6025,clear haze primary water
test_6026,partly_cloudy primary
test_6027,partly_cloudy primary
test_6028,partly_cloudy primary
test_6029,clear primary
test_6030,partly_cloudy primary
test_6031,partly_cloudy primary
test_6032,partly_cloudy primary
test_6033,clear primary
test_6034,partly_cloudy primary
test_6035,partly_cloudy primary
test_6036,haze primary
test_6037,cloudy
test_6038,partly_cloudy primary
test_6039,cloudy
test_6040,clear primary
test_6041,partly_cloudy primary
test_6042,partly_cloudy primary
test_6043,partly_cloudy primary
test_6044,partly_cloudy primary
test_6045,partly_cloudy primary
test_6046,cloudy haze primary
test_6047,clear primary
test_6048,clear primary
test_6049,partly_cloudy primary
test_6050,partly_cloudy primary water
test_6051,partly_cloudy primary
test_6052,partly_cloudy primary
test_6053,partly_cloudy primary
test_6054,partly_cloudy primary
test_6055,partly_cloudy primary
test_6056,clear primary
test_6057,primary
test_6058,partly_cloudy primary
test_6059,partly_cloudy primary
test_6060,partly_cloudy primary
test_6061,clear partly_cloudy primary
test_6062,clear primary
test_6063,clear primary
test_6064,haze primary road
test_6065,clear primary
test_6066,partly_cloudy primary
test_6067,agriculture partly_cloudy primary water
test_6068,clear primary
test_6069,partly_cloudy primary
test_6070,partly_cloudy primary
test_6071,clear primary
test_6072,clear primary
test_6073,clear primary
test_6074,agriculture partly_cloudy primary
test_6075,partly_cloudy primary road
test_6076,clear primary
test_6077,partly_cloudy primary
test_6078,partly_cloudy primary water
test_6079,clear haze primary
test_6080,clear primary
test_6081,partly_cloudy primary
test_6082,partly_cloudy primary
test_6083,partly_cloudy primary
test_6084,partly_cloudy primary road
test_6085,clear partly_cloudy primary
test_6086,partly_cloudy primary
test_6087,partly_cloudy primary
test_6088,clear partly_cloudy primary water
test_6089,clear primary
test_6090,clear primary
test_6091,clear primary
test_6092,clear primary
test_6093,clear primary
test_6094,partly_cloudy primary
test_6095,partly_cloudy primary road
test_6096,haze primary
test_6097,partly_cloudy primary road
test_6098,partly_cloudy primary
test_6099,clear primary
test_6100,clear primary
test_6101,haze primary water
test_6102,agriculture partly_cloudy primary
test_6103,partly_cloudy primary
test_6104,haze primary
test_6105,clear primary
test_6106,partly_cloudy primary
test_6107,clear haze primary
test_6108,clear primary
test_6109,partly_cloudy primary
test_6110,partly_cloudy primary
test_6111,partly_cloudy primary
test_6112,clear primary
test_6113,clear primary
test_6114,partly_cloudy primary
test_6115,haze partly_cloudy primary
test_6116,partly_cloudy primary road
test_6117,haze primary
test_6118,clear primary
test_6119,clear primary
test_6120,clear primary
test_6121,partly_cloudy primary
test_6122,clear primary
test_6123,cloudy
test_6124,clear primary
test_6125,clear primary
test_6126,partly_cloudy primary
test_6127,clear primary
test_6128,clear primary
test_6129,partly_cloudy primary
test_6130,clear partly_cloudy primary
test_6131,partly_cloudy primary
test_6132,haze primary
test_6133,clear primary
test_6134,agriculture partly_cloudy primary
test_6135,clear partly_cloudy primary
test_6136,clear primary
test_6137,clear primary
test_6138,clear primary
test_6139,partly_cloudy primary
test_6140,cloudy
test_6141,agriculture clear primary
test_6142,clear primary
test_6143,clear primary
test_6144,clear primary
test_6145,clear primary water
test_6146,clear primary
test_6147,agriculture partly_cloudy primary
test_6148,clear primary
test_6149,partly_cloudy primary
test_6150,clear primary
test_6151,partly_cloudy primary
test_6152,partly_cloudy primary
test_6153,clear primary
test_6154,clear primary
test_6155,clear primary
test_6156,clear primary
test_6157,clear primary
test_6158,clear primary
test_6159,primary
test_6160,clear primary
test_6161,partly_cloudy primary
test_6162,partly_cloudy primary
test_6163,clear primary
test_6164,cloudy partly_cloudy road
test_6165,clear primary
test_6166,partly_cloudy primary road
test_6167,clear primary
test_6168,clear primary
test_6169,partly_cloudy primary
test_6170,clear haze primary
test_6171,partly_cloudy primary
test_6172,partly_cloudy primary
test_6173,clear primary
test_6174,clear primary
test_6175,partly_cloudy primary water
test_6176,clear primary
test_6177,partly_cloudy primary
test_6178,partly_cloudy primary
test_6179,partly_cloudy primary
test_6180,haze primary
test_6181,clear primary
test_6182,partly_cloudy primary
test_6183,partly_cloudy primary road
test_6184,clear primary
test_6185,clear primary
test_6186,partly_cloudy primary
test_6187,partly_cloudy primary
test_6188,agriculture partly_cloudy primary
test_6189,partly_cloudy primary
test_6190,clear primary
test_6191,partly_cloudy primary
test_6192,clear partly_cloudy primary
test_6193,partly_cloudy primary water
test_6194,clear primary
test_6195,haze primary
test_6196,partly_cloudy primary
test_6197,partly_cloudy primary
test_6198,agriculture partly_cloudy primary water
test_6199,partly_cloudy primary
test_6200,clear primary
test_6201,partly_cloudy primary
test_6202,clear primary
test_6203,clear primary
test_6204,clear primary
test_6205,clear primary
test_6206,partly_cloudy primary
test_6207,partly_cloudy primary
test_6208,partly_cloudy primary
test_6209,clear partly_cloudy primary
test_6210,partly_cloudy primary
test_6211,clear primary
test_6212,cloudy primary
test_6213,agriculture partly_cloudy primary road
test_6214,partly_cloudy primary
test_6215,partly_cloudy primary
test_6216,partly_cloudy primary
test_6217,partly_cloudy primary
test_6218,partly_cloudy primary
test_6219,clear primary
test_6220,partly_cloudy primary
test_6221,clear primary
test_6222,clear primary
test_6223,clear primary
test_6224,clear partly_cloudy primary
test_6225,partly_cloudy primary water
test_6226,haze primary
test_6227,partly_cloudy primary
test_6228,partly_cloudy primary
test_6229,clear primary
test_6230,clear primary
test_6231,clear primary
test_6232,agriculture partly_cloudy primary road
test_6233,haze primary
test_6234,partly_cloudy primary
test_6235,clear primary
test_6236,clear primary
test_6237,partly_cloudy primary
test_6238,cloudy haze primary
test_6239,clear haze primary
test_6240,clear primary
test_6241,clear primary
test_6242,partly_cloudy primary
test_6243,clear primary
test_6244,clear primary
test_6245,partly_cloudy primary
test_6246,partly_cloudy primary
test_6247,haze primary
test_6248,partly_cloudy primary
test_6249,agriculture partly_cloudy primary
test_6250,partly_cloudy primary
test_6251,partly_cloudy primary
test_6252,partly_cloudy primary
test_6253,clear primary
test_6254,partly_cloudy primary
test_6255,partly_cloudy primary
test_6256,haze primary
test_6257,clear partly_cloudy primary
test_6258,clear primary
test_6259,agriculture partly_cloudy primary
test_6260,partly_cloudy primary
test_6261,clear primary
test_6262,haze primary
