image_name,tags
test_19434,clear primary
test_19435,clear cultivation primary agriculture water
test_19436,clear primary
test_19437,clear partly_cloudy primary agriculture
test_19438,clear partly_cloudy primary agriculture
test_19439,clear primary
test_19440,clear primary
test_19441,haze primary cloudy
test_19442,partly_cloudy cultivation primary agriculture
test_19443,clear partly_cloudy cultivation primary agriculture water
test_19444,clear partly_cloudy cultivation primary agriculture water
test_19445,partly_cloudy primary agriculture water cloudy
test_19446,clear road cultivation habitation primary agriculture water
test_19447,clear road cultivation habitation primary agriculture water
test_19448,clear road partly_cloudy cultivation primary agriculture water
test_19449,clear haze primary
test_19450,partly_cloudy primary agriculture water
test_19451,clear road cultivation primary agriculture water
test_19452,clear primary
test_19453,clear cultivation primary agriculture water
test_19454,partly_cloudy cultivation primary agriculture
test_19455,clear road partly_cloudy primary agriculture water
test_19456,clear primary
test_19457,partly_cloudy primary agriculture water
test_19458,partly_cloudy primary
test_19459,clear road cultivation habitation primary agriculture water
test_19460,clear primary
test_19461,clear road partly_cloudy cultivation habitation primary agriculture water
test_19462,clear primary agriculture water
test_19463,partly_cloudy primary agriculture water cloudy
test_19464,clear primary
test_19465,haze primary
test_19466,road partly_cloudy primary agriculture water
test_19467,clear primary
test_19468,clear road partly_cloudy cultivation primary agriculture water
test_19469,partly_cloudy primary
test_19470,clear primary
test_19471,haze primary
test_19472,clear primary
test_19473,clear road habitation primary water artisinal_mine
test_19474,clear primary
test_19475,clear road partly_cloudy primary agriculture water
test_19476,clear road cultivation primary agriculture water
test_19477,clear primary
test_19478,clear road cultivation habitation primary agriculture water
test_19479,clear road habitation primary agriculture
test_19480,clear primary
test_19481,clear primary water
test_19482,clear primary
test_19483,clear cultivation primary agriculture water
test_19484,clear cultivation primary agriculture water
test_19485,clear road habitation primary agriculture water
test_19486,clear primary agriculture
test_19487,clear road primary agriculture water
test_19488,road partly_cloudy primary agriculture
test_19489,clear primary
test_19490,clear primary
test_19491,clear primary
test_19492,partly_cloudy primary water
test_19493,partly_cloudy primary
test_19494,clear primary
test_19495,clear road partly_cloudy cultivation primary agriculture water
test_19496,clear road haze primary agriculture water
test_19497,clear road cultivation habitation primary agriculture water
test_19498,clear road habitation primary agriculture water
test_19499,clear primary
test_19500,clear road cultivation habitation primary agriculture water
test_19501,clear road habitation primary agriculture water
test_19502,clear primary
test_19503,clear road cultivation habitation primary agriculture water
test_19504,clear primary
test_19505,clear primary
test_19506,clear primary
test_19507,clear primary
test_19508,clear primary
test_19509,clear primary
test_19510,clear road cultivation primary agriculture water
test_19511,clear primary
test_19512,clear primary
test_19513,partly_cloudy primary agriculture water cloudy
test_19514,clear primary
test_19515,clear road cultivation habitation primary agriculture water
test_19516,road partly_cloudy primary agriculture water
test_19517,cloudy
test_19518,clear road habitation primary agriculture
test_19519,clear road habitation primary agriculture water
test_19520,clear primary
test_19521,clear haze primary
test_19522,clear primary
test_19523,clear primary
test_19524,partly_cloudy primary
test_19525,clear road cultivation habitation primary agriculture
test_19526,clear primary
test_19527,clear road cultivation primary agriculture water
test_19528,clear road primary agriculture water
test_19529,clear partly_cloudy cultivation primary agriculture water
test_19530,haze primary agriculture
test_19531,clear road habitation primary water artisinal_mine
test_19532,clear primary
test_19533,partly_cloudy primary
test_19534,clear primary
test_19535,clear road cultivation primary agriculture water
test_19536,clear road habitation primary agriculture water
test_19537,clear road cultivation habitation primary agriculture water
test_19538,partly_cloudy primary agriculture
test_19539,clear road partly_cloudy cultivation primary agriculture water
test_19540,clear primary
test_19541,clear primary
test_19542,clear road habitation primary agriculture water
test_19543,clear primary
test_19544,haze primary
test_19545,clear road partly_cloudy cultivation primary agriculture water
test_19546,clear primary
test_19547,partly_cloudy primary
test_19548,partly_cloudy primary
test_19549,clear primary
test_19550,partly_cloudy cultivation primary agriculture water
test_19551,clear road cultivation habitation primary agriculture water
test_19552,clear road cultivation habitation primary agriculture water
test_19553,clear primary
test_19554,clear road cultivation habitation primary agriculture water
test_19555,clear partly_cloudy cultivation primary agriculture water
test_19556,partly_cloudy haze primary agriculture water
test_19557,clear primary
test_19558,clear haze primary agriculture water
test_19559,clear road cultivation habitation primary agriculture water
test_19560,partly_cloudy primary agriculture
test_19561,clear primary
test_19562,clear primary
test_19563,clear primary
test_19564,road partly_cloudy primary agriculture cloudy
test_19565,clear primary
test_19566,clear road cultivation habitation primary agriculture water
test_19567,clear road habitation primary agriculture water
test_19568,clear road partly_cloudy habitation primary agriculture water
test_19569,partly_cloudy primary agriculture water cloudy
test_19570,clear primary
test_19571,clear road habitation primary agriculture
test_19572,clear primary
test_19573,clear cultivation primary agriculture water
test_19574,clear primary
test_19575,clear road habitation primary agriculture water
test_19576,clear primary
test_19577,clear road habitation primary agriculture water
test_19578,clear cultivation primary agriculture water
test_19579,clear road habitation primary agriculture water
test_19580,clear road cultivation habitation primary agriculture water
test_19581,clear road habitation primary agriculture
test_19582,clear primary
test_19583,clear primary
test_19584,clear primary
test_19585,cloudy
test_19586,clear primary
test_19587,cloudy
test_19588,clear primary
test_19589,clear road habitation primary agriculture
test_19590,clear partly_cloudy cultivation primary agriculture water
test_19591,clear cultivation primary agriculture water
test_19592,partly_cloudy primary cloudy
test_19593,clear primary
test_19594,partly_cloudy primary water
test_19595,clear primary
test_19596,clear road cultivation habitation primary agriculture
test_19597,partly_cloudy haze primary agriculture
test_19598,clear primary
test_19599,clear primary
test_19600,clear primary
test_19601,road partly_cloudy habitation primary agriculture water cloudy
test_19602,clear partly_cloudy primary agriculture
test_19603,partly_cloudy primary
test_19604,clear primary
test_19605,clear primary
test_19606,road partly_cloudy primary agriculture water
test_19607,clear primary
test_19608,clear primary
test_19609,clear road bare_ground habitation primary agriculture water
test_19610,clear primary
test_19611,partly_cloudy primary
test_19612,clear primary
test_19613,clear primary
test_19614,clear primary agriculture
test_19615,clear primary
test_19616,clear primary
test_19617,clear primary
test_19618,road partly_cloudy primary agriculture
test_19619,clear primary
test_19620,clear primary
test_19621,clear road habitation primary agriculture water
test_19622,clear road cultivation primary agriculture water
test_19623,clear primary
test_19624,clear partly_cloudy cultivation primary agriculture
test_19625,clear haze primary water cloudy
test_19626,clear road cultivation primary agriculture water
test_19627,clear primary agriculture
test_19628,partly_cloudy primary agriculture water
test_19629,clear primary
test_19630,clear road primary agriculture water
test_19631,clear road cultivation habitation primary agriculture water
test_19632,clear primary
test_19633,partly_cloudy primary agriculture
test_19634,clear haze primary
test_19635,clear road cultivation primary agriculture water
test_19636,clear cultivation primary agriculture water
test_19637,clear primary
test_19638,clear primary
test_19639,clear road habitation primary agriculture water
test_19640,clear primary
test_19641,clear primary
test_19642,partly_cloudy primary agriculture water
test_19643,clear road cultivation primary agriculture water
test_19644,cloudy
test_19645,clear primary
test_19646,clear primary
test_19647,haze primary
test_19648,clear primary
test_19649,clear primary
test_19650,clear primary
test_19651,haze primary cloudy
test_19652,clear road partly_cloudy cultivation primary agriculture water
test_19653,clear primary
test_19654,partly_cloudy cloudy
test_19655,partly_cloudy primary agriculture
test_19656,clear primary
test_19657,clear road primary agriculture water
test_19658,clear partly_cloudy cultivation primary agriculture water
test_19659,clear road cultivation habitation primary agriculture water
test_19660,clear cultivation primary agriculture water
test_19661,partly_cloudy primary
test_19662,clear primary agriculture water
test_19663,clear road haze primary agriculture water
test_19664,clear partly_cloudy primary
test_19665,partly_cloudy haze primary agriculture
test_19666,clear primary
test_19667,clear primary
test_19668,cloudy
test_19669,haze primary cloudy
test_19670,clear road cultivation habitation primary agriculture water
test_19671,partly_cloudy primary
test_19672,partly_cloudy primary agriculture
test_19673,clear primary
test_19674,clear primary
test_19675,clear partly_cloudy cultivation primary agriculture water
test_19676,clear primary
test_19677,clear primary
test_19678,clear primary
test_19679,clear road habitation primary agriculture water
test_19680,clear road partly_cloudy cultivation primary agriculture water
test_19681,clear cultivation primary agriculture water
test_19682,clear primary
test_19683,clear primary
test_19684,clear primary
test_19685,haze primary
test_19686,road partly_cloudy primary agriculture water
test_19687,clear road primary agriculture water
test_19688,clear cultivation primary agriculture water
test_19689,partly_cloudy primary agriculture
test_19690,clear primary
test_19691,clear cultivation primary agriculture water
test_19692,clear primary
test_19693,cloudy
test_19694,clear primary
test_19695,clear road habitation primary agriculture water
test_19696,clear primary
test_19697,partly_cloudy haze primary agriculture water
test_19698,clear road partly_cloudy cultivation primary agriculture water
test_19699,road partly_cloudy haze primary agriculture water
test_19700,partly_cloudy primary agriculture
test_19701,clear road primary agriculture water
test_19702,clear primary
test_19703,clear road cultivation primary agriculture water
test_19704,clear road bare_ground habitation primary agriculture water
test_19705,clear primary
test_19706,clear road primary agriculture water
test_19707,clear road cultivation habitation primary agriculture water
test_19708,clear primary
test_19709,clear road habitation primary agriculture
test_19710,clear road cultivation habitation primary agriculture water
test_19711,clear road habitation primary agriculture water
test_19712,clear partly_cloudy cultivation primary agriculture water
test_19713,clear road haze primary agriculture water
test_19714,clear road primary agriculture water
test_19715,clear primary
test_19716,clear road primary agriculture water
test_19717,clear road partly_cloudy cultivation habitation primary agriculture water
test_19718,clear primary
test_19719,clear primary agriculture water
test_19720,clear primary
test_19721,clear road cultivation habitation primary agriculture water
test_19722,clear road habitation primary agriculture
test_19723,clear road cultivation habitation primary agriculture water
test_19724,clear cultivation primary agriculture water
test_19725,clear primary
test_19726,clear primary
test_19727,clear primary
test_19728,road partly_cloudy primary agriculture water
test_19729,clear primary
test_19730,clear primary water cloudy
test_19731,haze cloudy
test_19732,clear road cultivation habitation primary agriculture water
test_19733,haze cloudy
test_19734,clear road cultivation primary agriculture water
test_19735,clear road cultivation habitation primary agriculture water
test_19736,clear cultivation primary agriculture water
test_19737,clear primary
test_19738,clear road bare_ground habitation primary agriculture water
test_19739,clear primary
test_19740,clear primary
test_19741,clear road cultivation habitation primary agriculture water
test_19742,clear primary
test_19743,clear primary
test_19744,clear primary
test_19745,clear primary
test_19746,clear road partly_cloudy primary agriculture water
test_19747,clear road cultivation habitation primary agriculture water
test_19748,clear primary
test_19749,clear road cultivation habitation primary agriculture water
test_19750,road haze primary agriculture water
test_19751,clear primary
test_19752,partly_cloudy primary
test_19753,clear primary
test_19754,road partly_cloudy primary agriculture water
test_19755,clear road habitation primary agriculture
test_19756,clear primary
test_19757,clear road cultivation habitation primary agriculture water
test_19758,clear road partly_cloudy cultivation primary agriculture water
test_19759,clear haze primary
test_19760,clear road cultivation habitation primary agriculture water
test_19761,clear primary
test_19762,clear road partly_cloudy habitation primary agriculture water
test_19763,clear road cultivation habitation primary agriculture water
test_19764,clear primary
test_19765,clear cultivation primary agriculture water
test_19766,cloudy
test_19767,clear primary
test_19768,clear primary
test_19769,clear primary
test_19770,clear primary
test_19771,clear partly_cloudy primary
test_19772,partly_cloudy primary agriculture water cloudy
test_19773,clear primary
test_19774,clear primary
test_19775,clear primary water cloudy
test_19776,partly_cloudy primary
test_19777,clear primary
test_19778,haze cloudy
test_19779,clear primary
test_19780,clear primary
test_19781,clear primary
test_19782,clear road primary agriculture
test_19783,clear cultivation primary agriculture water
test_19784,clear primary
test_19785,clear primary agriculture
test_19786,clear partly_cloudy cultivation primary agriculture water
test_19787,clear primary agriculture water
test_19788,clear road cultivation primary agriculture water
test_19789,clear road primary agriculture
test_19790,partly_cloudy primary agriculture
test_19791,partly_cloudy primary cloudy
test_19792,clear primary
test_19793,clear primary
test_19794,clear road partly_cloudy cultivation habitation primary agriculture water
test_19795,clear primary
test_19796,clear primary
test_19797,clear road habitation primary agriculture
test_19798,partly_cloudy primary
test_19799,clear primary
test_19800,clear primary
test_19801,clear primary
test_19802,clear primary
test_19803,clear road cultivation primary agriculture water
test_19804,clear primary
test_19805,clear road partly_cloudy cultivation habitation primary agriculture water
test_19806,clear primary
test_19807,haze primary cloudy
test_19808,clear road cultivation primary agriculture water
test_19809,clear road partly_cloudy cultivation habitation primary agriculture water
test_19810,clear primary water
test_19811,clear primary
test_19812,clear road partly_cloudy cultivation habitation primary agriculture water
test_19813,clear road cultivation primary agriculture water
test_19814,clear road cultivation habitation primary agriculture water
test_19815,clear primary
test_19816,clear primary
test_19817,clear road habitation primary agriculture water
test_19818,clear road cultivation primary agriculture water
test_19819,road partly_cloudy primary agriculture cloudy
test_19820,primary cloudy
test_19821,clear primary
test_19822,clear primary
test_19823,partly_cloudy primary
test_19824,clear primary
test_19825,clear haze primary
test_19826,clear primary
test_19827,clear partly_cloudy cultivation primary agriculture water
test_19828,clear primary
test_19829,partly_cloudy primary agriculture
test_19830,clear primary
test_19831,clear haze primary
test_19832,clear road habitation primary agriculture
test_19833,partly_cloudy primary
test_19834,partly_cloudy primary
test_19835,clear cultivation primary agriculture water
test_19836,partly_cloudy primary
test_19837,partly_cloudy primary agriculture water
test_19838,partly_cloudy primary
test_19839,clear road cultivation habitation primary agriculture water
test_19840,clear road cultivation primary agriculture
test_19841,clear primary
test_19842,partly_cloudy primary
test_19843,clear road habitation primary agriculture water
test_19844,clear road cultivation habitation primary agriculture water
test_19845,clear road partly_cloudy primary agriculture water
test_19846,clear road cultivation primary agriculture water
test_19847,clear primary agriculture
test_19848,clear primary
test_19849,clear road habitation primary agriculture water artisinal_mine
test_19850,clear primary
test_19851,haze primary
test_19852,partly_cloudy primary
test_19853,clear primary
test_19854,clear primary
test_19855,clear road cultivation habitation primary agriculture water
test_19856,clear road cultivation habitation primary agriculture
test_19857,clear primary
test_19858,clear primary
test_19859,clear road cultivation primary agriculture water
test_19860,haze cloudy
test_19861,clear primary
test_19862,clear partly_cloudy cultivation primary agriculture
test_19863,road partly_cloudy cultivation primary agriculture water
test_19864,clear primary
test_19865,haze primary agriculture water cloudy
test_19866,clear primary
test_19867,haze primary cloudy
test_19868,clear haze primary
test_19869,clear road partly_cloudy cultivation habitation primary agriculture water
test_19870,clear cultivation primary agriculture water
test_19871,clear road habitation primary water
test_19872,clear primary
test_19873,clear road cultivation primary agriculture water
test_19874,clear road cultivation primary agriculture water
test_19875,road partly_cloudy primary agriculture water
test_19876,clear primary
test_19877,clear primary
test_19878,partly_cloudy primary agriculture
test_19879,clear primary
test_19880,clear primary agriculture water cloudy
test_19881,clear road cultivation habitation primary agriculture water
test_19882,clear road habitation primary agriculture water
test_19883,clear primary
test_19884,haze primary cloudy
test_19885,clear primary
test_19886,clear primary
test_19887,clear primary
test_19888,haze primary
test_19889,clear road cultivation primary agriculture water
test_19890,clear primary
test_19891,clear road cultivation primary agriculture water
test_19892,clear road cultivation haze primary agriculture water
test_19893,road partly_cloudy primary agriculture water
test_19894,clear partly_cloudy primary agriculture water
test_19895,clear road cultivation habitation primary agriculture water
test_19896,clear road habitation primary agriculture water
test_19897,clear road habitation primary agriculture water
test_19898,clear primary
test_19899,clear road cultivation primary agriculture water
test_19900,clear road cultivation primary agriculture water
test_19901,clear primary
test_19902,clear primary
test_19903,partly_cloudy primary agriculture water
test_19904,clear primary
test_19905,clear primary
test_19906,clear primary
test_19907,haze primary
test_19908,clear primary
test_19909,clear primary
test_19910,partly_cloudy primary
test_19911,road partly_cloudy primary agriculture water
test_19912,clear road cultivation habitation primary agriculture water
test_19913,clear road partly_cloudy cultivation primary agriculture water
test_19914,clear primary agriculture
test_19915,partly_cloudy primary agriculture water
test_19916,clear primary
test_19917,clear partly_cloudy primary agriculture water
test_19918,clear primary
test_19919,clear primary
test_19920,clear primary
test_19921,clear road cultivation primary agriculture water
test_19922,road partly_cloudy primary agriculture
test_19923,road partly_cloudy primary agriculture water
test_19924,partly_cloudy primary
test_19925,clear road partly_cloudy haze primary agriculture water
test_19926,clear road cultivation habitation primary agriculture water
test_19927,road partly_cloudy primary agriculture water
test_19928,clear partly_cloudy cultivation primary agriculture water
test_19929,clear road cultivation primary agriculture water
test_19930,clear primary
test_19931,clear primary agriculture
test_19932,partly_cloudy primary agriculture water
test_19933,partly_cloudy primary agriculture water
test_19934,clear primary
test_19935,clear primary
test_19936,road partly_cloudy primary agriculture water
test_19937,clear primary
test_19938,clear primary
test_19939,road partly_cloudy cultivation primary agriculture water
test_19940,clear road primary agriculture water
test_19941,clear primary
test_19942,clear road habitation primary agriculture water
test_19943,clear road cultivation primary agriculture water
test_19944,haze primary
test_19945,clear primary
test_19946,clear road cultivation primary agriculture water
test_19947,clear primary
test_19948,clear primary
test_19949,clear road cultivation haze primary agriculture water
test_19950,clear primary
test_19951,clear partly_cloudy cultivation primary agriculture water
test_19952,cloudy
test_19953,clear primary
test_19954,haze primary cloudy
test_19955,clear primary
test_19956,clear cultivation primary agriculture water
test_19957,clear primary
test_19958,partly_cloudy cultivation primary agriculture water
test_19959,clear primary
test_19960,road partly_cloudy primary agriculture cloudy
test_19961,clear primary water
test_19962,clear primary
test_19963,clear partly_cloudy haze primary agriculture water
test_19964,clear road habitation primary agriculture
test_19965,clear road habitation primary agriculture water
test_19966,partly_cloudy primary agriculture water
test_19967,clear primary
test_19968,clear road haze primary agriculture water
test_19969,clear road partly_cloudy cultivation primary agriculture water
test_19970,partly_cloudy primary agriculture
test_19971,clear primary
test_19972,clear road cultivation primary agriculture water
test_19973,clear partly_cloudy cultivation primary agriculture
test_19974,clear road partly_cloudy cultivation primary agriculture water
test_19975,haze primary water cloudy
test_19976,clear road cultivation primary agriculture water
test_19977,clear partly_cloudy primary agriculture water
test_19978,clear road habitation primary agriculture water
test_19979,clear road cultivation habitation primary agriculture
test_19980,clear road habitation primary agriculture water artisinal_mine
test_19981,clear road cultivation haze primary agriculture water
test_19982,clear primary
test_19983,clear primary agriculture
test_19984,clear primary
test_19985,road partly_cloudy primary agriculture
test_19986,clear road cultivation primary agriculture water
test_19987,clear road cultivation habitation primary agriculture water
test_19988,clear primary
test_19989,clear primary agriculture
test_19990,clear road cultivation habitation primary agriculture water
test_19991,clear primary
test_19992,clear primary
test_19993,clear haze primary
test_19994,clear primary
test_19995,clear primary
test_19996,clear primary
test_19997,clear primary
test_19998,clear road cultivation habitation primary agriculture
test_19999,partly_cloudy primary
test_20000,clear road cultivation habitation primary agriculture water
test_20001,clear haze primary agriculture water
test_20002,clear road partly_cloudy habitation primary agriculture water
test_20003,clear primary
test_20004,clear road cultivation primary agriculture water
test_20005,clear primary
test_20006,partly_cloudy primary agriculture water
test_20007,partly_cloudy primary agriculture water
test_20008,clear primary
test_20009,clear primary
test_20010,haze primary cloudy
test_20011,clear haze primary
test_20012,clear primary
test_20013,clear road cultivation primary agriculture water
test_20014,clear road cultivation habitation primary agriculture water
test_20015,primary water cloudy
test_20016,clear primary
test_20017,clear road cultivation habitation primary agriculture water
test_20018,clear road cultivation habitation primary agriculture water
test_20019,clear road habitation primary agriculture
test_20020,clear primary
test_20021,clear primary
test_20022,clear partly_cloudy primary agriculture
test_20023,clear road cultivation habitation primary agriculture water
test_20024,clear primary
test_20025,clear primary
test_20026,clear road cultivation habitation primary agriculture water
test_20027,clear road cultivation primary agriculture water
test_20028,clear primary
test_20029,clear road cultivation primary agriculture water
test_20030,clear primary
test_20031,clear road partly_cloudy cultivation primary agriculture water
test_20032,clear primary
test_20033,clear primary
test_20034,haze primary
test_20035,clear road cultivation primary agriculture water
test_20036,clear primary
test_20037,clear road habitation primary agriculture water
test_20038,clear primary
test_20039,clear road cultivation habitation primary agriculture water
test_20040,haze primary agriculture water
test_20041,clear partly_cloudy cultivation primary agriculture
test_20042,clear primary
test_20043,clear road habitation primary agriculture
test_20044,clear primary
test_20045,clear primary
test_20046,clear road habitation primary agriculture water
test_20047,clear primary
test_20048,partly_cloudy cultivation primary agriculture water
test_20049,road haze primary agriculture water
test_20050,road partly_cloudy habitation primary agriculture water
test_20051,clear primary
test_20052,clear primary
test_20053,clear primary
test_20054,clear road primary agriculture water
test_20055,clear primary
test_20056,clear primary
test_20057,clear primary
test_20058,clear primary
test_20059,clear road haze primary agriculture water
test_20060,partly_cloudy primary
test_20061,clear road cultivation habitation primary agriculture water
test_20062,clear road cultivation habitation primary agriculture water
test_20063,clear road cultivation habitation primary agriculture water
test_20064,clear primary
test_20065,clear primary
test_20066,haze primary cloudy
test_20067,clear primary
test_20068,clear primary
test_20069,road partly_cloudy primary agriculture water
test_20070,clear cultivation primary agriculture water
test_20071,clear primary
test_20072,clear haze primary
test_20073,partly_cloudy primary agriculture water
test_20074,clear primary
test_20075,clear road cultivation primary agriculture water
test_20076,clear primary
test_20077,clear road cultivation primary agriculture water
test_20078,road partly_cloudy primary agriculture water
test_20079,clear partly_cloudy cultivation primary agriculture water
test_20080,clear primary
test_20081,partly_cloudy primary
test_20082,clear road habitation primary agriculture
test_20083,cloudy
test_20084,clear primary
test_20085,clear road cultivation habitation primary agriculture water
test_20086,clear primary
test_20087,partly_cloudy primary
test_20088,clear partly_cloudy cultivation primary agriculture water
test_20089,clear road cultivation primary agriculture water
test_20090,road partly_cloudy primary agriculture water
test_20091,primary cloudy
test_20092,clear primary
test_20093,clear primary agriculture water
test_20094,partly_cloudy primary
test_20095,clear road cultivation habitation primary agriculture water
test_20096,clear primary
test_20097,partly_cloudy primary
test_20098,haze primary agriculture water
test_20099,clear road habitation primary agriculture water
test_20100,clear primary
test_20101,clear cultivation primary agriculture
test_20102,clear primary
test_20103,clear primary
test_20104,clear primary agriculture
test_20105,clear primary
test_20106,partly_cloudy primary
test_20107,clear road primary agriculture
test_20108,clear road cultivation habitation primary agriculture water
test_20109,clear primary
test_20110,clear road primary agriculture
test_20111,partly_cloudy primary
test_20112,partly_cloudy primary agriculture water
test_20113,haze primary cloudy
test_20114,haze primary cloudy
test_20115,clear primary
test_20116,clear primary
test_20117,clear primary
test_20118,clear road partly_cloudy cultivation primary agriculture water
test_20119,clear primary
test_20120,clear primary
test_20121,clear primary agriculture water
test_20122,clear haze primary
test_20123,clear primary water cloudy
test_20124,partly_cloudy primary agriculture
test_20125,partly_cloudy primary agriculture cloudy
test_20126,clear partly_cloudy primary agriculture water
test_20127,haze primary
test_20128,clear road cultivation habitation primary agriculture water
test_20129,clear primary
test_20130,clear primary
test_20131,clear primary
test_20132,haze primary
test_20133,clear primary
test_20134,clear road cultivation primary agriculture water
test_20135,road partly_cloudy primary agriculture water cloudy
test_20136,clear primary
test_20137,clear road cultivation primary agriculture water
test_20138,clear road bare_ground habitation primary agriculture water
test_20139,clear primary
test_20140,partly_cloudy primary
test_20141,clear primary
test_20142,clear cultivation primary agriculture
test_20143,clear primary
test_20144,haze primary cloudy
test_20145,clear road partly_cloudy cultivation primary agriculture water
test_20146,clear road habitation primary agriculture
test_20147,clear primary
test_20148,clear road cultivation primary agriculture water
test_20149,clear haze primary agriculture
test_20150,clear road haze primary agriculture water
test_20151,clear road partly_cloudy habitation primary agriculture water
test_20152,clear primary
test_20153,partly_cloudy primary
test_20154,clear primary
test_20155,clear road primary agriculture
test_20156,clear primary water
test_20157,clear road habitation primary agriculture water
test_20158,clear primary agriculture water
test_20159,road partly_cloudy primary agriculture
test_20160,clear primary
test_20161,clear primary
test_20162,partly_cloudy primary
test_20163,partly_cloudy primary agriculture
test_20164,clear primary
test_20165,partly_cloudy primary
test_20166,cloudy
test_20167,haze primary cloudy
test_20168,partly_cloudy haze primary agriculture water cloudy
test_20169,clear primary
test_20170,clear road habitation primary agriculture water
test_20171,clear primary
test_20172,clear primary
test_20173,clear road partly_cloudy cultivation primary agriculture water
test_20174,clear primary
test_20175,clear road cultivation primary agriculture water
test_20176,clear primary
test_20177,clear haze primary
test_20178,clear haze primary
test_20179,haze primary cloudy
test_20180,clear road cultivation habitation primary agriculture water
test_20181,clear primary
test_20182,clear primary
test_20183,clear primary
test_20184,clear primary
test_20185,clear road cultivation habitation primary agriculture water
test_20186,partly_cloudy cultivation primary agriculture water
test_20187,clear road cultivation habitation primary agriculture water
test_20188,clear road haze primary agriculture water
test_20189,clear road cultivation primary agriculture water
test_20190,partly_cloudy primary
test_20191,clear road bare_ground habitation primary agriculture water artisinal_mine
test_20192,clear primary
test_20193,clear primary
test_20194,clear primary
test_20195,clear primary
test_20196,clear primary
test_20197,partly_cloudy primary agriculture
test_20198,clear primary
test_20199,road partly_cloudy primary agriculture water
test_20200,clear primary
test_20201,clear primary
test_20202,clear road habitation primary agriculture
test_20203,clear road primary agriculture water
test_20204,clear road habitation primary agriculture
test_20205,clear primary
test_20206,clear road cultivation primary agriculture water
test_20207,clear primary
test_20208,clear road cultivation primary agriculture water
test_20209,clear primary
test_20210,clear road habitation primary agriculture water
test_20211,clear primary
test_20212,cloudy
test_20213,clear primary
test_20214,clear primary
test_20215,road partly_cloudy primary agriculture water cloudy
test_20216,clear road cultivation primary agriculture water
test_20217,clear primary
test_20218,clear primary
test_20219,clear primary
test_20220,clear primary
test_20221,clear primary
test_20222,partly_cloudy primary
test_20223,clear road habitation primary agriculture water
test_20224,clear road cultivation habitation primary agriculture water
test_20225,clear road cultivation habitation primary agriculture water
test_20226,clear haze primary
test_20227,clear road cultivation habitation primary agriculture water
test_20228,partly_cloudy primary agriculture
test_20229,clear road cultivation habitation primary agriculture water
test_20230,clear road habitation primary agriculture water
test_20231,clear primary
test_20232,clear primary
test_20233,clear primary
test_20234,clear primary
test_20235,partly_cloudy primary
test_20236,clear road cultivation haze habitation primary agriculture water
test_20237,clear primary
test_20238,clear primary
test_20239,clear road haze primary agriculture water
test_20240,clear primary
test_20241,road haze primary agriculture water
test_20242,cloudy
test_20243,clear primary
test_20244,clear primary
test_20245,clear road habitation primary agriculture water
test_20246,clear road habitation primary agriculture
test_20247,clear primary
test_20248,clear primary
test_20249,clear primary
test_20250,clear primary
test_20251,road partly_cloudy cultivation primary agriculture water
test_20252,clear primary
test_20253,clear primary
test_20254,clear primary
test_20255,clear road habitation primary agriculture water
test_20256,clear primary agriculture water
test_20257,clear road partly_cloudy cultivation primary agriculture water
test_20258,haze primary
test_20259,clear road cultivation habitation primary agriculture water
test_20260,partly_cloudy primary agriculture water
test_20261,haze cloudy
test_20262,clear road habitation primary agriculture
test_20263,clear primary
test_20264,clear road cultivation habitation primary agriculture water
test_20265,clear primary
test_20266,partly_cloudy primary
test_20267,clear cultivation primary agriculture
test_20268,partly_cloudy primary agriculture
test_20269,haze primary cloudy
test_20270,clear primary
test_20271,clear primary
test_20272,clear road partly_cloudy habitation primary agriculture water
test_20273,partly_cloudy cultivation primary agriculture water
test_20274,cloudy
test_20275,clear partly_cloudy cultivation primary agriculture water
test_20276,clear cultivation primary agriculture water
test_20277,clear primary
test_20278,clear road cultivation primary agriculture water
test_20279,clear partly_cloudy cultivation primary agriculture water
test_20280,clear primary
test_20281,clear primary
test_20282,clear primary
test_20283,clear road cultivation haze primary agriculture water
test_20284,clear road primary agriculture water
test_20285,clear primary
test_20286,clear road haze primary agriculture water
test_20287,clear primary
test_20288,clear primary
test_20289,haze primary
test_20290,clear road cultivation primary agriculture water
test_20291,haze primary
test_20292,clear road cultivation primary agriculture water
test_20293,clear primary
test_20294,clear primary
test_20295,clear road habitation primary agriculture
test_20296,partly_cloudy primary agriculture water
test_20297,clear primary
test_20298,clear road primary agriculture water
test_20299,clear road habitation primary agriculture water
test_20300,clear road cultivation habitation primary agriculture water
test_20301,haze primary cloudy
test_20302,clear road partly_cloudy cultivation primary agriculture water
test_20303,clear primary
test_20304,clear partly_cloudy cultivation primary agriculture water
test_20305,cloudy
test_20306,partly_cloudy primary agriculture water
test_20307,clear road cultivation primary agriculture water
test_20308,clear primary
test_20309,clear primary
test_20310,clear primary
test_20311,clear road cultivation primary agriculture water
test_20312,road partly_cloudy primary agriculture water
test_20313,clear road cultivation primary agriculture water
test_20314,clear road cultivation habitation primary agriculture water
test_20315,clear road habitation primary agriculture water
test_20316,clear primary
test_20317,clear partly_cloudy cultivation primary agriculture water
test_20318,clear road partly_cloudy primary agriculture water
test_20319,clear primary
test_20320,clear primary
test_20321,clear road cultivation habitation primary agriculture water
test_20322,clear haze primary
test_20323,clear road cultivation habitation primary agriculture water
